,symbol,date,rmse_norm,rmse_denorm
0,LTC_with_indicators,2016-07-29,0.002294398306462886,5.848904070258204e-05
1,LTC_with_indicators,2016-08-26,0.005878083158863706,0.00014984441578388182
2,LTC_with_indicators,2016-09-09,0.009659273598139145,0.0002462347488999374
3,LTC_with_indicators,2016-10-29,0.006697398209270677,0.00017072997027635546
4,LTC_with_indicators,2016-11-24,0.0038472755506538947,9.807459825277379e-05
5,LTC_with_indicators,2016-12-14,0.002788317364504772,7.107952600717525e-05
6,LTC_with_indicators,2017-01-27,0.0016740093727548033,4.26738601028917e-05
7,LTC_with_indicators,2017-02-14,0.002653517035941938,6.764349827170432e-05
8,LTC_with_indicators,2017-03-22,0.002608312305285715,6.649095290899281e-05
9,LTC_with_indicators,2017-04-20,0.026855652076603564,0.0006846039726138113
10,LTC_with_indicators,2017-05-07,0.06110325731569721,0.0015576437348127359
11,LTC_with_indicators,2017-06-11,0.006714044944581277,0.0001711546272039413
